"n","y_c_query","rho_i_dist","rho_ij_dist_1_2","g_ij_dist_1_2","C_HS_1_2","P_HS_1_2","auc"
"1000",0,150.84827315875,0,0,0.245128145674106,285.67239094522,NA
"1000",0.111111111111111,150.84827315875,0,0,0.221451433445225,232.087824557377,NA
"1000",0.222222222222222,150.84827315875,0,0,0.214265463911692,182.893250553843,NA
"1000",0.333333333333333,150.84827315875,0,0,0.218886579385734,145.500239474851,NA
"1000",0.444444444444444,150.84827315875,0,0,0.221035507584041,157.74441233998,NA
"1000",0.555555555555556,150.84827315875,0,0,0.212726157326146,182.564006149375,NA
"1000",0.666666666666667,150.84827315875,0,0,0.200424318821292,190.867961325414,NA
"1000",0.777777777777778,150.84827315875,0,0,0.196860000574171,163.034978727146,NA
"1000",0.888888888888889,150.84827315875,0,0,0.210824640849595,149.735091970657,NA
"1000",1,150.84827315875,0,0,0.240335542881376,171.209871484542,NA
"1500",0,142.005704211791,0,0,0.19911855545485,156.683245673059,NA
"1500",0.111111111111111,142.005704211791,0,0,0.16816724265038,112.572551998573,NA
"1500",0.222222222222222,142.005704211791,0,0,0.144218354244462,76.1440662214499,NA
"1500",0.333333333333333,142.005704211791,0,0,0.144148449409444,70.8448695667568,NA
"1500",0.444444444444444,142.005704211791,0,0,0.162974921103281,76.498871916255,NA
"1500",0.555555555555556,142.005704211791,0,0,0.175906259575763,96.6694111195919,NA
"1500",0.666666666666667,142.005704211791,0,0,0.182255525687694,112.097235553366,NA
"1500",0.777777777777778,142.005704211791,0,0,0.205827998451408,140.523875762052,NA
"1500",0.888888888888889,142.005704211791,0,0,0.251134549090901,195.528133139961,NA
"1500",1,142.005704211791,0,0,0.302775710131353,263.569113962902,NA
"500",0,209.676939396028,0,0,0.401515673911405,301.773461075403,NA
"500",0.111111111111111,209.676939396028,0,0,0.386708865256434,245.24800889841,NA
"500",0.222222222222222,209.676939396028,0,0,0.391242142600686,220.078919895217,NA
"500",0.333333333333333,209.676939396028,0,0,0.413202278865805,225.549335980701,NA
"500",0.444444444444444,209.676939396028,0,0,0.428844640106124,252.180568471188,NA
"500",0.555555555555556,209.676939396028,0,0,0.411799788346463,272.008639727371,NA
"500",0.666666666666667,209.676939396028,0,0,0.367733763246329,222.93168400857,NA
"500",0.777777777777778,209.676939396028,0,0,0.339118982876016,221.267742965829,NA
"500",0.888888888888889,209.676939396028,0,0,0.355536739339054,247.618445851214,NA
"500",1,209.676939396028,0,0,0.40437816498022,293.259295551035,NA
