"n","y_c_query","rho_i_dist","rho_ij_dist_1_2","g_ij_dist_1_2","C_HS_1_2","P_HS_1_2","auc"
"1000",0,129.697310182678,0,0,1.20954950045476,915.495162367078,1
"1000",0.111111111111111,129.697310182678,0,0,1.20738539312711,789.376683466059,1
"1000",0.222222222222222,129.697310182678,0,0,1.20805657805269,798.646531888827,1
"1000",0.333333333333333,129.697310182678,0,0,1.20950792875873,946.324390356624,1
"1000",0.444444444444444,129.697310182678,0,0,1.2102713905035,1013.24458581589,1
"1000",0.555555555555556,129.697310182678,0,0,1.21244441152722,946.714674303993,1
"1000",0.666666666666667,129.697310182678,0,0,1.21798119185582,736.691880512158,1
"1000",0.777777777777778,129.697310182678,0,0,1.22433902183572,905.822280906804,1
"1000",0.888888888888889,129.697310182678,0,0,1.22824497931586,798.549144042167,1
"1000",1,129.697310182678,0,0,1.2295715834078,1037.64669851829,1
"1500",0,104.168972272052,0,0,1.22374821404798,937.317702644381,1
"1500",0.111111111111111,104.168972272052,0,0,1.21999787080871,749.53672663573,1
"1500",0.222222222222222,104.168972272052,0,0,1.21726672468679,817.475396584765,1
"1500",0.333333333333333,104.168972272052,0,0,1.21472903532198,709.667702954839,1
"1500",0.444444444444444,104.168972272052,0,0,1.21125646717547,812.753459157171,1
"1500",0.555555555555556,104.168972272052,0,0,1.2073781395173,742.444162320196,1
"1500",0.666666666666667,104.168972272052,0,0,1.20562761261314,805.299050895179,1
"1500",0.777777777777778,104.168972272052,0,0,1.20755005620065,789.715084289918,1
"1500",0.888888888888889,104.168972272052,0,0,1.21239115838866,782.624351576722,1
"1500",1,104.168972272052,0,0,1.21910707150777,972.942672175723,1
"2000",0,88.3045070007469,0,0,1.20909698109549,979.081136222398,1
"2000",0.111111111111111,88.3045070007469,0,0,1.20774209201738,832.282558348559,1
"2000",0.222222222222222,88.3045070007469,0,0,1.20662710382554,902.80546370771,1
"2000",0.333333333333333,88.3045070007469,0,0,1.20534323062255,835.959945416209,1
"2000",0.444444444444444,88.3045070007469,0,0,1.20330459773484,743.724554872814,1
"2000",0.555555555555556,88.3045070007469,0,0,1.20100688070466,792.934979069486,1
"2000",0.666666666666667,88.3045070007469,0,0,1.20054645063706,837.804382147518,1
"2000",0.777777777777778,88.3045070007469,0,0,1.20277816557026,799.885801948214,1
"2000",0.888888888888889,88.3045070007469,0,0,1.20665703195274,868.962010886387,1
"2000",1,88.3045070007469,0,0,1.2114166940291,944.026148657061,1
"500",0,203.380798522437,0,0,1.24234142009626,879.089409170792,1
"500",0.111111111111111,203.380798522437,0,0,1.23708911894259,669.637017421212,1
"500",0.222222222222222,203.380798522437,0,0,1.23373615187905,616.824260954218,1
"500",0.333333333333333,203.380798522437,0,0,1.2305509801278,618.647488926358,1
"500",0.444444444444444,203.380798522437,0,0,1.22496042092829,595.377567535938,1
"500",0.555555555555556,203.380798522437,0,0,1.21862374976026,644.815101056853,1
"500",0.666666666666667,203.380798522437,0,0,1.21732422292764,689.366344005874,1
"500",0.777777777777778,203.380798522437,0,0,1.22261041992306,743.629535183132,1
"500",0.888888888888889,203.380798522437,0,0,1.2310311409961,864.27072566957,1
"500",1,203.380798522437,0,0,1.23996244052133,1089.06075340454,1
