"n","y_c_query","rho_i_dist","rho_ij_dist_1_2","g_ij_dist_1_2","C_HS_1_2","P_HS_1_2","auc"
"1000",0,142.158210495526,0,0,1.16226149113751,833.870845068189,1
"1000",0.111111111111111,142.158210495526,0,0,1.15329678595072,865.552945996178,1
"1000",0.222222222222222,142.158210495526,0,0,1.14603263131313,851.614918533075,1
"1000",0.333333333333333,142.158210495526,0,0,1.14410761510734,1070.23274025885,1
"1000",0.444444444444444,142.158210495526,0,0,1.15746979702101,1192.46832023771,1
"1000",0.555555555555556,142.158210495526,0,0,2.70441946020677,1486.75143705165,1
"1000",0.666666666666667,142.158210495526,0,0,2.68906339359576,1591.03631177126,1
"1000",0.777777777777778,142.158210495526,0,0,2.67951301563192,1470.40883329545,1
"1000",0.888888888888889,142.158210495526,0,0,2.67070250239763,1519.28181172996,1
"1000",1,142.158210495526,0,0,2.66117373045636,1750.481846717,1
"1500",0,110.071664086885,0,0,1.13261210978557,868.216481417756,1
"1500",0.111111111111111,110.071664086885,0,0,1.12684036049557,756.763920897289,1
"1500",0.222222222222222,110.071664086885,0,0,1.1234563961945,772.889939898297,1
"1500",0.333333333333333,110.071664086885,0,0,1.12421761958876,1138.51841002373,1
"1500",0.444444444444444,110.071664086885,0,0,1.13529760642278,1455.34471431631,1
"1500",0.555555555555556,110.071664086885,0,0,2.66293500152898,1422.27918140876,1
"1500",0.666666666666667,110.071664086885,0,0,2.6431702728822,1548.2752625675,1
"1500",0.777777777777778,110.071664086885,0,0,2.63126154256203,1716.91546222948,1
"1500",0.888888888888889,110.071664086885,0,0,2.62187839716618,1609.27116987263,1
"1500",1,110.071664086885,0,0,2.61281388286035,1850.11766595732,1
"2000",0,103.341270123234,0,0,1.14891312214887,743.092947817441,1
"2000",0.111111111111111,103.341270123234,0,0,1.14408760029928,819.773995024258,1
"2000",0.222222222222222,103.341270123234,0,0,1.14067852133435,739.974950444121,1
"2000",0.333333333333333,103.341270123234,0,0,1.14088137425604,1144.09707483477,1
"2000",0.444444444444444,103.341270123234,0,0,1.15162784248318,1216.00370769427,1
"2000",0.555555555555556,103.341270123234,0,0,2.70251351283583,1291.43858933335,1
"2000",0.666666666666667,103.341270123234,0,0,2.68512383783006,1425.01430365285,1
"2000",0.777777777777778,103.341270123234,0,0,2.67409217295239,1439.29649138413,1
"2000",0.888888888888889,103.341270123234,0,0,2.6656015065215,1671.57626083106,1
"2000",1,103.341270123234,0,0,2.65822394747867,1901.08745751941,1
"500",0,158.258751934326,0,0,1.19425598488758,1337.98337484454,1
"500",0.111111111111111,158.258751934326,0,0,1.18613065860121,1083.72102160916,1
"500",0.222222222222222,158.258751934326,0,0,1.18022702079799,838.88552348585,1
"500",0.333333333333333,158.258751934326,0,0,1.17530316121834,1225.27626683468,1
"500",0.444444444444444,158.258751934326,0,0,1.18322570723999,1146.62832009685,1
"500",0.555555555555556,158.258751934326,0,0,2.6997966254679,1349.8663689291,1
"500",0.666666666666667,158.258751934326,0,0,2.67629514263986,1488.25037389983,1
"500",0.777777777777778,158.258751934326,0,0,2.66616262855607,1482.80199047675,1
"500",0.888888888888889,158.258751934326,0,0,2.66341604984881,1673.28351813605,1
"500",1,158.258751934326,0,0,2.66381732647909,1996.75625071901,1
