"n","y_c_query","rho_i_dist","rho_ij_dist_1_2","g_ij_dist_1_2","C_HS_1_2","P_HS_1_2","auc"
"1000",0,1080.72554137902,0,0,1.76492070450166,531.560950356792,0.552631578947368
"1000",0.111111111111111,1080.72554137902,0,0,1.53694582823877,496.426117306077,0.695488721804511
"1000",0.222222222222222,1080.72554137902,0,0,1.2407596851638,488.991056924235,0.657894736842105
"1000",0.333333333333333,1080.72554137902,0,0,0.847081453184101,399.937600473822,0.597744360902256
"1000",0.444444444444444,1080.72554137902,0,0,0.373299754989656,224.227348980423,0.609022556390977
"1000",0.555555555555556,1080.72554137902,0,0,0.38898472065415,124.076187336806,0.639097744360902
"1000",0.666666666666667,1080.72554137902,0,0,0.850910041654927,295.24334780512,0.451127819548872
"1000",0.777777777777778,1080.72554137902,0,0,1.22342645139733,391.766868012911,0.646616541353383
"1000",0.888888888888889,1080.72554137902,0,0,1.50596291321486,424.263755122013,0.567669172932331
"1000",1,1080.72554137902,0,0,1.72955323977808,669.034236658721,0.511278195488722
"1500",0,1084.5155392478,0,0,1.74846515580366,589.467786137206,0.5
"1500",0.111111111111111,1084.5155392478,0,0,1.51677781619302,493.964485383298,0.639097744360902
"1500",0.222222222222222,1084.5155392478,0,0,1.21969654019076,397.431889448699,0.680451127819549
"1500",0.333333333333333,1084.5155392478,0,0,0.828124684817522,320.107216331665,0.593984962406015
"1500",0.444444444444444,1084.5155392478,0,0,0.3615559514258,189.687166198804,0.62781954887218
"1500",0.555555555555556,1084.5155392478,0,0,0.400796003896688,179.95062523019,0.609022556390977
"1500",0.666666666666667,1084.5155392478,0,0,0.86097717414873,359.798446997982,0.609022556390977
"1500",0.777777777777778,1084.5155392478,0,0,1.23013484394952,343.045511106592,0.575187969924812
"1500",0.888888888888889,1084.5155392478,0,0,1.50868466266844,383.310422846894,0.567669172932331
"1500",1,1084.5155392478,0,0,1.72756989288358,611.648064348018,0.518796992481203
"2000",0,1081.61807474766,0,0,1.75614674994981,591.258813482448,0.511278195488722
"2000",0.111111111111111,1081.61807474766,0,0,1.52770989198244,433.384414311414,0.62406015037594
"2000",0.222222222222222,1081.61807474766,0,0,1.23273856902163,482.586799526383,0.642857142857143
"2000",0.333333333333333,1081.61807474766,0,0,0.84101961476794,416.31636663498,0.578947368421053
"2000",0.444444444444444,1081.61807474766,0,0,0.367649529236354,192.809338073812,0.635338345864662
"2000",0.555555555555556,1081.61807474766,0,0,0.387173257830003,140.78490408352,0.62781954887218
"2000",0.666666666666667,1081.61807474766,0,0,0.850109376290665,344.829243769205,0.593984962406015
"2000",0.777777777777778,1081.61807474766,0,0,1.22196462114923,347.392835914826,0.605263157894737
"2000",0.888888888888889,1081.61807474766,0,0,1.50340439263027,425.050474597417,0.597744360902256
"2000",1,1081.61807474766,0,0,1.72562862386658,697.864626706491,0.503759398496241
"500",0,1081.74523083394,0,0,1.78356518609087,622.443175536568,0.518796992481203
"500",0.111111111111111,1081.74523083394,0,0,1.55674141938137,520.471875783794,0.680451127819549
"500",0.222222222222222,1081.74523083394,0,0,1.26105908213251,418.539651198144,0.631578947368421
"500",0.333333333333333,1081.74523083394,0,0,0.863402684549473,399.379316152502,0.620300751879699
"500",0.444444444444444,1081.74523083394,0,0,0.379412250548996,207.481589802285,0.556390977443609
"500",0.555555555555556,1081.74523083394,0,0,0.394415543473878,165.74490424231,0.56390977443609
"500",0.666666666666667,1081.74523083394,0,0,0.867148940659291,352.834813954274,0.601503759398496
"500",0.777777777777778,1081.74523083394,0,0,1.24349183859128,434.360855126314,0.62781954887218
"500",0.888888888888889,1081.74523083394,0,0,1.52270845047782,527.433316045906,0.609022556390977
"500",1,1081.74523083394,0,0,1.73899012343546,679.155857947129,0.541353383458647
